name	country	dob	pob	height	hometown	occupation	hobbies	start_career	club_name	coach	choreographer	former_coach	practice_on_ice_low_season	low_season_practice_place	practice_on_ice_high_season	high_season_practice_place	html	first_name	last_name
Anine RABE	NOR	1992-11-21	Tonsberg	160	Trondheim	student	sports, training, reading, being with friends, cooking	2000	Trondheim FSC	Marek Chrolenko	Rostislav Sinicyn	Tonje Myrberg , Eric De Mena	30	Oberstdorf/GER, Lidköping/SWE	20	Trondheim	http://www.isuresults.com/bios/isufs00010647.htm	Anine	RABE
Jemima RASMUSS	NOR	1996-05-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013817.htm	Jemima	RASMUSS
Marianne STALEN	NOR	1999-04-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00015107.htm	Marianne	STALEN
Cindy Yu XIA	NOR	1998-12-28	Tonsberg	164	Oslo	pupil	photography, being with friends	2005	Oslo SC	Susanne Lidholm	Anna Jurkiewicz, Kaja Hanevold, Roman Martonenko	Tonje Myrberg	28	Oberstdorf/GER, Skara/SWE, Jar	13	Oslo	http://www.isuresults.com/bios/isufs00014994.htm	Cindy Yu	XIA
Mary Grace BALDO	PHI	1991-03-18	Hayward, CA, USA	163	Los Angeles, CA, USA	student	pilates, photography, music, reading, baking	1997	Metro Ice Club, Manila	Frank Caroll, Ken Congemi	Lori Nichol (SP), Braden Overrett (FS)	Gilley Nicholson	22	El Segundo, CA, USA	22	El Segundo, CA, USA	http://www.isuresults.com/bios/isufs00010384.htm	Mary Grace	BALDO
Ashley BRICKMAN	PHI	1994-06-08	NA	NA	NA	student	NA	NA	NA	Anne Militano, Karl Kurtz	Irina Romanova	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013561.htm	Ashley	BRICKMAN
Melissa BULANHAGUI	PHI	1990-08-16	Philadelphia USA	152	Colorado Springs USA	coach	going to the gym, exploring	1996	Manila FSC	Kyu Hyun Lee	Karen Ludington, Kyu Hyun Lee	Karen Ludington, Ron Ludigton, Erik Schultz	5	Colorado Springs/USA	21	Seoul/KOR	http://www.isuresults.com/bios/isufs00008997.htm	Melissa	BULANHAGUI
Samantha CABILES	PHI	1996-12-26	Honolulu USA	158	Toronto CAN	student, athlete	fashion, modelling, acting, art, design, music, comedy	2008	Richmond Training Center	Andrei Berezintsev, Inga Zusev	Andrei Berezintsev	Brian Orser, Gary Clark	30	Toronto/CAN	26	Toronto/CAN	http://www.isuresults.com/bios/isufs00014206.htm	Samantha	CABILES
Zhaira COSTINIANO	PHI	1995-11-30	Manila	167	McKinney USA	student	baking	2000	PSU Manila	Alexei Letov	Olga Ganicheva	NA	40	Frisco/USA	20	Frisco/USA	http://www.isuresults.com/bios/isufs00012353.htm	Zhaira	COSTINIANO
Lauren KO	PHI	1992-02-17	Detroit USA	153	Troy USA	student	playing piano, reading, travelling, music, singing	1994	PSU Manila	Jason Dungjen	Linda Johns	NA	23	Bloomfield Hills/USA	23	Bloomfield Hills/USA	http://www.isuresults.com/bios/isufs00012279.htm	Lauren	KO
Kathryn MAGNO	PHI	1990-03-18	San Jose CA USA	NA	San Jose CA USA	NA	snowboarding, choir	1995	NA	David Gienn	Justin Dillon	Christy Ness	NA	San Jose CA USA	NA	San Jose CA USA	http://www.isuresults.com/bios/isufs00011372.htm	Kathryn	MAGNO
Chelcie Jo MAHINAY	PHI	1995-09-06	Iloilo	153	Las Pinas City	high school student	singing, dancing, drawing	2003	Manila FSC	Jericho Lim	Jericho Lim	NA	12	Manila	NA	NA	http://www.isuresults.com/bios/isufs00013560.htm	Chelcie Jo	MAHINAY
Alisson Krystle PERTICHETO	PHI	1997-09-18	Geneva SUI	160	Geneva SUI	student	reading, dancing, shopping	2004	CPG Geneva	Roberta Moschella	Meagan Smith-Gage	Peter Grütter	28	Edmonton/CAN	36	Geneva/SUI	http://www.isuresults.com/bios/isufs00013053.htm	Alisson Krystle	PERTICHETO
Louwee SHIBATA	PHI	1999-05-16	USA	NA	NA	NA	NA	NA	NA	no information	no information	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054537.htm	Louwee	SHIBATA
Elizabeth STERN	PHI	1990-12-08	Brooklyn USA	164	Stamford USA	student	photography, dance	1994	NA	Peter Burrows, M. Gelderman, J. Briggs, Y. Brazee	Inese Bucivica	Bev Buckley	6	Monsey USA	5	Monsey USA	http://www.isuresults.com/bios/isufs00011455.htm	Elizabeth	STERN
Gracielle Jeanne TAN	PHI	1988-07-14	West Covina USA	161	Chino Hills USA	student (Biological Sciences)	dancing, reading, cycling	1998	Philippine Skating Union Club	John Saitta, Sandra Holmes	Lia Trovati	NA	25	Anaheim/USA	25	Anaheim/USA	http://www.isuresults.com/bios/isufs00008938.htm	Gracielle Jeanne	TAN
Frances Clare UNTALAN	PHI	1997-09-15	Dallas USA	165	Rowlett USA	high school student	playing saxophone and the flute, reading, art, drawing	2003	Phlippine Skating Union	Alexei Letov	Olga Ganicheva	Chris Browne	25	Plano/USA	25	Plano/USA	http://www.isuresults.com/bios/isufs00014866.htm	Frances Clare	UNTALAN
Mericien VENZON	PHI	1991-08-22	Hayward USA	155	Los Angeles USA	college student, research assistant	reading, dancing, running	1996	Manila FSC	Philippe Digugliemo, Derrick Delmore	Justin Dillon	Diana Miro, Josh Figurido, Michelle Phaler	23	Oakland/USA	14	El Segundo/USA	http://www.isuresults.com/bios/isufs00012157.htm	Mericien	VENZON
Laura CZARNOTTA	POL	1990-08-09	Mannheim GER	162	Katowice	student	music, reading	1997	Marymont Warsaw	Maria Domagala	Wladimir Czermyszew	Sarkis Tewanian, Adam Zalegowski, P. Szczypa	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00007796.htm	Laura	CZARNOTTA
Elzbieta GABRYSZAK	POL	1998-08-06	Tychy	161	Oswiecim	high school student	aviation, dance, literature, alpine skiing	2003	UKLF Unia Oswiecim	Iwona Mydlarz-Chruscinska	Jenia Gres	NA	19	Oswiecim	19	Oswiecim	http://www.isuresults.com/bios/isufs00034307.htm	Elzbieta	GABRYSZAK
Weronika JARUGA	POL	1999-04-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00014546.htm	Weronika	JARUGA
Anna JURKIEWICZ	POL	1984-02-09	Oswiecim	155	Oswiecim	student	music, reading, travelling, shopping	1990	UKLF Unia Oswiecim	Dorota Siudek, Mariusz Siudek	Sylwia Nowak-Trebacka	Iwona Mydlarz-Chruscinska	20	Torun and Krynica	20	Torun	http://www.isuresults.com/bios/isufs00002180.htm	Anna	JURKIEWICZ
Alexandra KAMIENIECKI	POL	1996-09-01	Calgary CAN	160	Bloomfield Hills USA	student	painting, designing, sports medicine	2000	RKS Marimont Warsaw	Alexander Zaitsev, Yuka Sato, Jason Dungjen	Pasquale Camerlengo, Tatiana Druchinina	Irina Vorobieva, Tom Zakrajsek	30	Detroit USA	34	Detroit USA	http://www.isuresults.com/bios/isufs00012812.htm	Alexandra	KAMIENIECKI
Colette Coco KAMINSKI	POL	1997-05-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00014662.htm	Colette Coco	KAMINSKI
Weronika KASPRZAK	POL	1998-08-12	Szczecin	168	Torun	student	figure skating, dancing	2006	MKS Axel Torun	Dorota and Mariusz Siudek	Evgenia Gres	NA	NA	Torun	NA	Torun	http://www.isuresults.com/bios/isufs00034306.htm	Weronika	KASPRZAK
Agata KRYGER	POL	1997-11-29	Torun	160	Torun	student	figure skating, dancing, music	2002	MKS Axel Torun	Scott Davis, Jeff Langdon	Evgenia Gres	Dorota and Mariusz Siudek	24	Calgary/CAN	20	Calgary/CAN	http://www.isuresults.com/bios/isufs00011700.htm	Agata	KRYGER
Magdalena LESKA	POL	1984-10-13	Chicago, Il. (USA)	NA	Chicago, Il. (USA)	student	dancing, singing, acting	NA	NA	Maria Jezak-Athey	Marina Zoueva	NA	24	Addison IL (USA)	18	Addison IL (USA)	http://www.isuresults.com/bios/isufs00003443.htm	Magdalena	LESKA
Sandra MATZ	POL	1991-10-27	Warsawa	158	Warsawa	pupil	music, sports, books	1997	R.K.S. Marymont Warsawa	Zbigniew Turkowski	Frantisek Blatak, Valdimir CHernishov	NA	18	Krynica, Warsawa	14	Warsawa	http://www.isuresults.com/bios/isufs00009488.htm	Sandra	MATZ
Aneta MICHALEK	POL	1991-05-08	Oswiecim	164	Oswiecim	student	skating, tennis	1998	UKLF Unia Oswiecimiu	Iwona Mydlarz-Chruscinska	Liliana Zalewska	NA	27	Oswiecim	33	Oswiecim	http://www.isuresults.com/bios/isufs00007440.htm	Aneta	MICHALEK
Agnieszka REJMENT	POL	1999-07-03	Krapkowice	173	Torun	student	figure skating, dancing, maths	2005	MKS Axel Torun	Dorota and Mariusz Siudek	Anastasia Vikhodtseva	NA	25	Torun	15	Torun	http://www.isuresults.com/bios/isufs00014542.htm	Agnieszka	REJMENT
Oliwia REZPIEL	POL	2001-03-08	Warsaw	152	Warsaw	pupil	figure skating, pets, soccer, table tennis	2007	MUK Euro 6 Warsaw	Anna Hunkiewicz, Ilona Senderek	Sebastian Kolasinski	NA	34	Glzycko	15	Warsaw	http://www.isuresults.com/bios/isufs00035180.htm	Oliwia	REZPIEL
Alexandria RIORDAN	POL	1990-08-14	Philadelphia USA	170	Leszno	student	playing the guitar, reading, dancing, music, shopping with friends	1993	RSK Marymont	Elaine Zayak	Sarkis Tewanian	NA	18	Hackensack/USA	18	Hackensack/USA	http://www.isuresults.com/bios/isufs00009104.htm	Alexandria	RIORDAN
Aleksandra RUDOLF	POL	2002-01-10	Bydgoszcz	157	Rozgarty	pupil	movies, dance, travelling	2007	MKS Axel Torun	Dorota and Mariusz Siudek	Anastasia Vykhodtseva	Teresa Bekisz	15	Torun	15	Torun	http://www.isuresults.com/bios/isufs00035181.htm	Aleksandra	RUDOLF
Iwona SADOWSKA	POL	1988-08-07	Gdansk	162	Gdansk	student	music, dance	1994	GKS Stoczniowiec Gdansk	Sarkis Tewanian	Sarkis Tewanian	NA	23	Krynica	17	Gdansk	http://www.isuresults.com/bios/isufs00007100.htm	Iwona	SADOWSKA
Ilona SENDEREK	POL	1988-12-15	Warsaw	170	Warsaw	student	horseback riding, architecture	1998	Euro 6 Warsaw	Ann Hunkiewicz	NA	NA	NA	Warsaw	NA	Warsaw	http://www.isuresults.com/bios/isufs00007138.htm	Ilona	SENDEREK
Olga SZELC	POL	1994-05-01	Torun	168	Torun	student	fashion, music	1999	MKS Axel Torun	Dorota Siudek, Mariusz Siudek	Sylwia Nowak, Vladimir Czeryszew	G. Dybinska, V. Belousowski, E. Gres	15	Torun	12	Torun	http://www.isuresults.com/bios/isufs00009499.htm	Olga	SZELC
Paulina TURKOWSKA	POL	1994-12-23	Warsaw	158	Warsaw	student	computer, reading, shopping	2000	RKS Marymont	Zbigniew Turkowski	Anna Rechnio, Wladimir Tcharnysow	NA	30	Krynica, Oswiecim	17	Warsaw	http://www.isuresults.com/bios/isufs00009495.htm	Paulina	TURKOWSKA
Ada WAWRZYK	POL	2000-01-09	Oswiecim	162	Przeciszow	pupil	sports	2007	UKLF Unia Oswiecim	Iwona Mydlarz-Chruscinska	Olga Wachala	NA	24	Oswiecim	24	Oswiecim	http://www.isuresults.com/bios/isufs00014543.htm	Ada	WAWRZYK
Sabina WOJTALA	POL	1981-09-12	Bielsko-Biala	170	Oswiecim	student	books, sport, music, movies	1986	Dwory Unia SA	Iwona Mydlarz-Chruscinska	Elena Tchaikovskaia	NA	23	Banska Bystrica (SVK), Oswiecim (POL)	24	Oswiecim	http://www.isuresults.com/bios/isufs00000015.htm	Sabina	WOJTALA
Aleksandra ZELICHOWSKA	POL	1984-11-04	Lodz	170	Lodz	pupil	sports, playing the piano, reading	1990	Lodz FSC	Miroslawa and Wlodzimierz Brajczewscy	Miroslawa Brajczewscy	Stefan Potega	22	Gadansk and Warsaw	20	Lodz	http://www.isuresults.com/bios/isufs00004968.htm	Aleksandra	ZELICHOWSKA
Giovanna ALMEIDA LETO	POR	1983-03-24	Como (ITA)	158	Como (ITA)	NA	music	NA	NA	Karel Zelenka	Barbara Riboldi	NA	NA	Courmayeur (ITA)	NA	Milano (ITA)	http://www.isuresults.com/bios/isufs00005049.htm	Giovanna ALMEIDA	LETO
Roobi GASKINS	PUR	1996-09-18	Washington USA	NA	Garnet Valley USA	high school student	sewing, baking, playing the violin and flute, reading	1999	Puerto Rico	Slava Uchitel	Irina Romanova	NA	30	Aston/USA	30	NA	http://www.isuresults.com/bios/isufs00034204.htm	Roobi	GASKINS
Victoria MUNIZ	PUR	1989-01-25	Agana Heights USA	156	Los Angeles USA	student	dancing, internet, watching racing	1999	NA	Charlene Wong, Alex Chang, Sondra Holmes	Alex Chang	Nedda Soltani, Marisol Brilliant	22	Toronto/CAN, Los Angeles/USA	17	Los Angeles/USA	http://www.isuresults.com/bios/isufs00008894.htm	Victoria	MUNIZ
Megan WILLIAMS STEWART	PUR	1987-06-27	Takoma Park, Maryland	NA	Ellicott City, Maryland	NA	NA	1990	University of Deleware	Jeff Digregori	Irina Romanova	Priscilla Hill	5	Newark, DE	5	Newark, DE	http://www.isuresults.com/bios/isufs00008500.htm	Megan WILLIAMS	STEWART
So Hyun AN	KOR	2001-12-28	Seoul	152	Seoul	pupil	NA	NA	NA	Hyun Jung Chi	Cindy Stuart	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054722.htm	So Hyun	AN
Ji Hyun BYUN	KOR	1999-03-09	Seoul	164	Seoul	student	playing the piano	2010	Goyang	Eun Hee Lee	Christian Conte	Chi Hyun Jung	26	Goyang, Seoul	26	Goyang, Seoul	http://www.isuresults.com/bios/isufs00034194.htm	Ji Hyun	BYUN
Song Joo CHEA	KOR	1998-08-19	Gyeonggi-do	170	Gyeonggi-do	student	NA	NA	NA	Eun Hee Lee	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054354.htm	Song Joo	CHEA
Eun-Byul CHO	KOR	1987-11-27	Seoul	163	Bundang	student	NA	NA	NA	Sung-Man Cho	NA	NA	32	Seoul	32	Seoul	http://www.isuresults.com/bios/isufs00006399.htm	Eun-Byul	CHO
Hae-Lyeum CHO	KOR	1985-02-27	Daejeon City	162	Kyounggi-Do	student	movies	1994	DCIC	Si Yeon Oh, Jong Hyun Ryu	Nina Petrenko	NA	30	Seoul	30	Seoul	http://www.isuresults.com/bios/isufs00006436.htm	Hae-Lyeum	CHO
Hee Soo CHO	KOR	2000-01-11	Seoul	150	Seoul	pupil	NA	NA	NA	Hyung Kyung Choi	NA	NA	25	NA	25	NA	http://www.isuresults.com/bios/isufs00014387.htm	Hee Soo	CHO
Young-Eun CHOI	KOR	1983-10-12	Seoul	163	Seoul	Student	music, shopping	1992	KYU Sport	Sung-Jin Byun	NA	Jung Sung-Il, Ji Hyun Jung, Jean Yun	30	Seoul	38	Seoul	http://www.isuresults.com/bios/isufs00003534.htm	Young-Eun	CHOI
Ji Eun CHOI	KOR	1988-05-25	Daejeon	160	Song Pu-Gu	student	music, sports	1998	NA	Kyu Hyun Lee	Yutaka Higuchi	NA	24	Seoul	24	Seoul	http://www.isuresults.com/bios/isufs00005492.htm	Ji Eun	CHOI
Hwi CHOI	KOR	1998-01-19	Seoul	150	Anyang City	student	NA	NA	NA	Kyu Hyun Lee	NA	NA	40	Taeneung	40	Taeneung	http://www.isuresults.com/bios/isufs00013471.htm	Hwi	CHOI
Da Bin CHOI	KOR	2000-01-19	Seoul	153	Seoul	student	drawing	2004	NA	Hyun Jung Chi	Pasquale Camerlengo	Ghislain Briand	30	Taeneung	30	Taeneung	http://www.isuresults.com/bios/isufs00014382.htm	Da Bin	CHOI
Yu Jin CHOI	KOR	2000-08-11	Gyeonggi-do	157	Gyeonggi-do	pupil	NA	NA	NA	Eun Hee Lee	NA	NA	30	NA	30	NA	http://www.isuresults.com/bios/isufs00035088.htm	Yu Jin	CHOI
Min Jee CHOI	KOR	2001-04-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054518.htm	Min Jee	CHOI
Bo-Kyung CHUNG	KOR	1988-08-08	Seoul	NA	Seoul	student	reading	NA	reading	Cung-Man Cho, Ji-Jeon Oh	Tom Dickson	NA	25	Colorado Springs USA	20	Seoul KOR	http://www.isuresults.com/bios/isufs00008967.htm	Bo-Kyung	CHUNG
Hyo-Jung JEON	KOR	1986-02-08	Seoul	160	Seoul	Student	NA	NA	NA	Jong Hyun Ryu	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00004990.htm	Hyo-Jung	JEON
Yuna KIM	KOR	1990-09-05	Gyounggi-Do	164	Seoul	student	web-surfing, shopping	1996	NA	Hea Sook Shin, Jong Hyun Ryu	David Wilson	Peter Oppegard, Brian Orser, Bun-Sun Park, Se-Yol Kim, Hyun-Jung Chi	24	Seoul	24	Seoul	http://www.isuresults.com/bios/isufs00007232.htm	Yuna	KIM
Chae-Hwa KIM	KOR	1988-11-07	Osaka JPN	158	Osaka JPN	student	reading	1996	NA	Mie Hamada	NA	NA	48	Osaka/JPN	48	Osaka/JPN	http://www.isuresults.com/bios/isufs00008496.htm	Chae-Hwa	KIM
Na-Young KIM	KOR	1990-11-18	Jeonju	158	Incheon	student	NA	1998	NA	Tae Hwa Yang	Yutaka Higuchi	Hea-Sook Shin, Chang Joo Lee	28	Seoul	28	Seoul	http://www.isuresults.com/bios/isufs00008982.htm	Na-Young	KIM
Hyeon-Jung KIM	KOR	1992-10-31	Seoul	146	Seoul	pupil	music	2000	NA	Tae Yeong Lee	Jill Harvey	NA	28	Seoul	28	Seoul	http://www.isuresults.com/bios/isufs00009604.htm	Hyeon-Jung	KIM
Soo-Jin KIM	KOR	1989-09-21	Daegu	160	Seoul	student	NA	1997	NA	Hea-Sook Shin	Yutaka Higuchi, Kenji Miyamato	NA	24	Seoul	24	Seoul	http://www.isuresults.com/bios/isufs00009775.htm	Soo-Jin	KIM
Hae Lin KIM	KOR	1995-02-11	Gyeonggi-do	150	Gyeonggi-do	student	music	2003	Kya Cheon	Se-Yol Kim	NA	NA	NA	Seoul	NA	Seoul	http://www.isuresults.com/bios/isufs00012233.htm	Hae Lin	KIM
Hae Jin KIM	KOR	1997-04-23	Gyeonggi-do	170	Gyeonggi-do	student	NA	2004	NA	Hea Sook Shin	Stephane Lambiel (SP), David Wilson (FS)	Yea Ji Shin, Jong Hyun Ryu Sung Mi Han	40	Taeneung	40	Taeneung	http://www.isuresults.com/bios/isufs00012804.htm	Hae Jin	KIM
Tae Kyung KIM	KOR	1998-03-29	Seoul	160	Seoul	middle school student	NA	NA	NA	Jong Hyun Ryu	NA	Hyun Jung Chi	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013473.htm	Tae Kyung	KIM
Na Hyun KIM	KOR	2000-01-03	Seoul	159	Gwacheon	pupil	music	2006	NA	Hyung Kyung Choi	Yea Ji Shin	NA	42	Seoul	42	Seoul	http://www.isuresults.com/bios/isufs00014383.htm	Na Hyun	KIM
Sena KIM	KOR	1999-09-30	30.09.1999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00014386.htm	Sena	KIM
Ha Nul KIM	KOR	2002-04-11	Gyeonggi-do	146	Gyeonggi-do	pupil	NA	2008	NA	Yea Teul Cha	Ye Ji Shin	NA	30	NA	30	NA	http://www.isuresults.com/bios/isufs00035087.htm	Ha Nul	KIM
Kyu Eun KIM	KOR	1999-06-27	Seoul	NA	Seoul	student	NA	NA	NA	Jong Hyun Ryu	NA	NA	30	Seoul	30	Seoul	http://www.isuresults.com/bios/isufs00054353.htm	Kyu Eun	KIM
Min-Jeong KWAK	KOR	1994-01-23	Anyang	160	Seoul	high school student	music	2001	NA	Hea Sook Shin	David Wilson	H.J. Chi, B. Orser, K.-H. Lee, H.-K. Choi	28	Seoul	28	Seoul	http://www.isuresults.com/bios/isufs00010108.htm	Min-Jeong	KWAK
Chu-Hong LEE	KOR	1983-06-24	Taeku City	158	Seoul	Student	singing, music	NA	NA	Ji-Yeon OH	NA	NA	22	Seoul	22	Seoul	http://www.isuresults.com/bios/isufs00004368.htm	Chu-Hong	LEE
Sun-Bin LEE	KOR	1986-02-20	Seoul	168	Seoul	student	music	1992	KYU Sports Club	Ji-Yeon Oh	NA	Hyoung-Kyoung Choi, Sung-Jin Byun	32	Seoul	32	Seoul	http://www.isuresults.com/bios/isufs00004550.htm	Sun-Bin	LEE
Bo Ram LEE	KOR	1985-05-16	Seoul	160	Seoul	student	singing	NA	NA	Hea Sook Shin	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00005466.htm	Bo Ram	LEE
Ho Jung LEE	KOR	1997-03-15	Seoul	151	Seoul	pupil	watching TV, shopping	2005	Gwa Cheon	Hea Sook Shin	Kenji Miyamoto	Hyung Kyung Choi	48	Seoul	48	Seoul	http://www.isuresults.com/bios/isufs00012778.htm	Ho Jung	LEE
Seo Young LEE	KOR	2001-01-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00015105.htm	Seo Young	LEE
Bit-Na PARK	KOR	1985-06-16	Seoul	165	Seoul	student	skiing	1982	Korea Ice Academy Seoul	Sung-Man Cho	NA	Wang Jun Xiang, Robert Tebby	32	Seoul	32	Seoul	http://www.isuresults.com/bios/isufs00003572.htm	Bit-Na	PARK
So Youn PARK	KOR	1997-10-24	Busan	160	Seoul	student	music	2007	NA	Hyun Jung Chi	CIndy Stuart, David Wilson	NA	40	Seoul	40	Seoul	http://www.isuresults.com/bios/isufs00012732.htm	So Youn	PARK
Yeon Jun PARK	KOR	1997-01-08	Seoul	162	Seoul	student	NA	NA	NA	Sung Man Cho	NA	NA	48	Inchoen	48	Inchoen	http://www.isuresults.com/bios/isufs00013470.htm	Yeon Jun	PARK
Kyeongwon PARK	KOR	1999-01-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00034193.htm	Kyeongwon	PARK
Se Bin PARK	KOR	2000-10-23	Seoul	162	Seoul	student	NA	NA	NA	Hyun Jung Chi	NA	NA	30	NA	30	NA	http://www.isuresults.com/bios/isufs00035078.htm	Se Bin	PARK
Yea-Ji SHIN	KOR	1984-04-08	Seoul	155	Seoul	Student	music	1991	Dong Chun Winter Ice Academy	Ji-Yeah OH	Katalina	Hae-Sook Shin	30	Colorado Springs (USA)	30	Seoul	http://www.isuresults.com/bios/isufs00002493.htm	Yea-Ji	SHIN
Yea-Ji SHIN	KOR	1988-02-25	Seoul	167	Gyongido	student	singing, music, learning English	1993	Mokdong Skating Club	Hyung Jung Chi	Scott Brown	Ji-Yeon Oh	24	Mokdong KOR and El Segundo USA	24	Mokdong	http://www.isuresults.com/bios/isufs00006265.htm	Yea-Ji	SHIN
Na-Hee SIN	KOR	1990-09-24	Daegu	165	Daegu	student	reading	1996	NA	Sun-Mi Chang	NA	Nick Perma, Sandy Hudubice	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00008064.htm	Na-Hee	SIN
Suh Hyun SON	KOR	1999-09-07	Seoul	165	Seoul	high school student	NA	2009	Gwacheon	Sung Jin Byun	Yea Ji Shin, Yea Bin Mok	NA	39	Los Angeles/USA	36	Gwacheon	http://www.isuresults.com/bios/isufs00015104.htm	Suh Hyun	SON
Chae-Yeon SUHR	KOR	1996-01-20	Seoul	160	Seoul	middle school student	NA	NA	NA	Tae Young Lee	NA	NA	28	NA	28	NA	http://www.isuresults.com/bios/isufs00012413.htm	Chae-Yeon	SUHR
Hyun-Ah SUK	KOR	1983-10-23	Seoul	153	Seoul	student	NA	NA	NA	Sang Ah Bang	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00005124.htm	Hyun-Ah	SUK
Yea Ji YOON	KOR	1994-04-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012585.htm	Yea Ji	YOON
Eun Su YOON	KOR	2000-11-01	Seoul	150	Seoul	student	caricatures	2008	NA	Hyun Jung Chi	NA	NA	30	Taeneung	30	Taeneung	http://www.isuresults.com/bios/isufs00015025.htm	Eun Su	YOON
Yea-Ji YUN	KOR	1994-11-30	Anyang	160	Seoul	high school student	music	2002	NA	Sung-Il Jung	Jeffrey Buttle (SP), David Wilson (FS)	Min-Joo Jung, Jong-Hyun Ryu	8	Toronto/CAN	8	Seoul	http://www.isuresults.com/bios/isufs00011236.htm	Yea-Ji	YUN
Roxana BOAMFA	ROU	1987-08-05	Brasov	157	Brasov	student	music, reading, dancing	1992	Sport Profile High School	Olga Nagy	Olga Nagy	Cornel Gheorghe	NA	Mirecurea Ciuc	18	Mircurea Ciuc, Brasov, Bucharest	http://www.isuresults.com/bios/isufs00005813.htm	Roxana	BOAMFA
Ana CATANA	ROU	1999-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00014889.htm	Ana	CATANA
Maria FAY VANGEYSTELEN	ROU	1998-03-03	Dej	147	Rocky Hill USA	student	reading, playing the violin, archery, drawing	2004	ACSR Cluj-Napoca	Dmitri Palamarchuk, Viktoria Milevska	Matthew Gates	NA	25	Cromwell/USA	35	Cromwell/USA	http://www.isuresults.com/bios/isufs00014088.htm	Maria FAY	VANGEYSTELEN
Tunde GAL	ROU	1987-09-02	Miercurea Ciuc	160	Miercurea Ciuc	student	reading, dancing	1984	Sportiv School Miercurea Ciuc	Maria Bogyo Loffler	Sorina Ladin	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00005223.htm	Tunde	GAL
Anca IONESCU	ROU	1992-01-12	Brasov	168	Brasov	student	reading, swimming, tennis	1998	Ice Skating Society Brasov	Manuela Cristudor	Sandra Chiper Schaer	Olga Nagy	20	Flims SUI	21	Brasov and Bucharest	http://www.isuresults.com/bios/isufs00010500.htm	Anca	IONESCU
Zselyke KENEZ	ROU	1999-01-06	Miercurea Ciuc	168	Miercurea Ciuc	pupil	reading, painting, spending time with family and friends	2003	SC Miercurea Ciuc	Maria Bogyo Loffler, Zsolt Kosz	Sandra Schaer Chiper, Alexander Gazsi	NA	NA	Brasov, Miercurea Ciuc, Duebendorf/SUI	NA	Miercurea Ciuc	http://www.isuresults.com/bios/isufs00014091.htm	Zselyke	KENEZ
Roxana LUCA	ROU	1982-12-23	Bucharest	165	Bucharest	Student	car driving, step aerobic, cooking	1987	C.S. Forex Brassov	Marius Negrea	Leonardo Azzola, Roxana Luca	Alexandru Barbalau	25	Flims/SUI	16	Flims/SUI, Ravensburg/GER, Milan/ITA	http://www.isuresults.com/bios/isufs00000326.htm	Roxana	LUCA
Sabina MARIUTA	ROU	1995-02-04	Iasi	168	Brossard CAN	student	shopping, facebook, being with friends	2002	Universitary SC Brasov	Maryse Gauthier, Josee Normand	Valerie Saurette	Nicolas Young	NA	Candiac/CAN	NA	Candiac/CAN	http://www.isuresults.com/bios/isufs00011286.htm	Sabina	MARIUTA
